time_s,cpu_x,cpu_y,cpu_z,cuda_x,cuda_y,cuda_z,diff_m
73500,526688.2896162001,4180548.437994635,5309307.478809214,526729.94,4180544.8,5309306.0,41.83699805349032
73800,-1749831.0699049023,4154084.951664852,5062094.541049661,-1749790.6,4154090.2,5062104.0,41.87283641463066
74100,-3826549.4497021744,3654236.447604556,4236414.403166917,-3826514.8,3654250.0,4236434.0,42.09242948722501
74400,-5466421.291299357,2737929.7101437883,2926621.0669847066,-5466396.5,2737950.0,2926648.5,42.17649958206488
74700,-6482272.418541537,1509553.3495580708,1282390.2206549128,-6482260.5,1509578.2,1282422.5,42.47398921567798
75000,-6758164.044322275,109065.59147733828,-508384.8425779224,-6758166.5,109092.17,-508351.47,42.735936670901104
75300,-6262624.850078539,-1303952.1349583613,-2241064.594850842,-6262641.0,-1303926.9,-2241034.0,42.83608709544808
75600,-5052240.9601398995,-2568478.9350626683,-3717648.3080304526,-5052269.5,-2568457.8,-3717624.0,43.06054852528024
75900,-3265194.2978900685,-3540403.550874164,-4769400.444014057,-3265232.2,-3540389.0,-4769385.0,43.481124150203655
76200,-1105487.189253337,-4108947.8695087805,-5276132.786561924,-1105530.0,-4108941.8,-5276128.5,43.45783048759684
76500,1180345.8006943392,-4209293.155404382,-5179938.86296226,1180303.0,-4209296.0,-5179946.0,43.484807322209726
76800,3331380.3004943044,-3829969.9030367606,-4491811.164406709,3331342.5,-3829981.8,-4491829.0,43.443483926591405
77100,5102086.310914733,-3014168.8099250356,-3290384.9869930516,5102057.5,-3014188.2,-3290411.8,43.86620411342431
77400,6290354.297511353,-1854823.0242781476,-1712952.440018639,6290338.5,-1854847.9,-1712985.0,43.90070759986251
77700,6760564.144795722,-484021.6037396797,60226.51071930246,6760562.5,-484049.0,60191.824,44.23136616794699
78000,6459063.85731481,942039.8500611257,1826523.1204132144,6459077.0,942012.94,1826490.2,44.468867595563026
78300,5420291.377610199,2260856.764596874,3384095.1188107533,5420318.0,2260833.5,3384068.0,44.55808572064555
78600,3762841.0067316997,3322133.4587161206,4554952.089969216,3762878.2,3322116.5,4554933.5,44.94714720197379
78900,1675923.730940235,4004911.1407326534,5205295.19857275,1675967.2,4004902.5,5205288.0,44.94875163172876
79200,-602232.7445807401,4231354.109752809,5260806.955269358,-602187.94,4231354.5,5260811.5,45.03866509931449
79500,-2811578.438776301,3975622.8926649834,4715143.794128023,-2811537.5,3975632.8,4715160.0,45.11962705079498
79800,-4699925.6769646155,3266822.797082688,3630660.979057012,-4699893.0,3266841.0,3630686.8,45.42325084827705
80100,-6051735.324705455,2185691.419287964,2131287.001025629,-6051715.0,2185716.0,2131319.5,45.535572810835596
80400,-6712718.831467755,855402.0987574705,388361.7392035297,-6712713.5,855430.06,388397.5,45.70809566006035
80700,-6607447.955379029,-572469.1410818566,-1398943.2800668515,-6607458.0,-572440.8,-1398908.4,46.06263835657421
81000,-5747962.279705641,-1935214.3981009733,-3026385.06569166,-5747986.5,-1935189.0,-3026355.0,46.21289870695269
81300,-4232392.270564387,-3077534.5912115094,-4307988.88222116,-4232428.5,-3077515.0,-4307967.5,46.40675548910606
81600,-2233755.3542998102,-3869237.3369561313,-5097300.3785159895,-2233799.2,-3869226.0,-5097289.5,46.622968369732696
81900,19795.78868058716,-4220075.162708291,-5304121.553020895,19749.256,-4220073.0,-5304123.0,46.60552011986543
82200,2271017.8498319807,-4090032.9306140635,-4904818.065291998,2270974.0,-4090040.8,-4904832.0,46.67040441496991
82500,4262941.324221664,-3493891.799315681,-3945020.0331931864,4262905.0,-3493908.5,-3945044.5,46.87202333880449
82800,5768202.779334627,-2499549.177066935,-2534407.6841104245,5768178.5,-2499573.0,-2534440.0,46.91838604214883
83100,6614996.767478588,-1220285.6177370504,-834177.7261289223,6614987.0,-1220314.0,-834214.3,47.32355689022533
83400,6706685.150944264,198140.59359550418,961377.2894400151,6706691.5,198111.05,961340.6,47.514212220300436
83700,6032825.690405883,1594100.9336593617,2647071.609130138,6032847.5,1594073.5,2647039.0,47.87086201319758
84000,4670361.284478491,2808513.988817298,4030273.7312048236,4670396.0,2808492.0,4030249.0,47.9615263707763
84300,2774834.422160424,3702974.0368166356,4952919.231486945,2774878.2,3702959.8,4952905.0,48.244459497153855
84600,562630.008154439,4175524.9770344878,5309573.461349129,562677.94,4175520.2,5309572.0,48.18404883596184
84900,-1713726.2247530173,4172281.8810305186,5059480.016088205,-1713679.6,4172287.2,5059491.0,48.17685266679605
85200,-3794393.88146167,3693575.4756727894,4231218.143657031,-3794354.0,3693590.5,4231241.0,48.35983671413212
85500,-5441878.094828593,2793918.906191986,2919436.871731498,-5441849.5,2793942.0,2919468.5,48.49057185961369
85800,-6468138.0907263225,1575800.0565999076,1274039.0583858376,-6468124.0,1575828.5,1274076.1,48.80071170155241
86100,-6756049.84779664,178006.31995989307,-516948.64882213663,-6756052.0,178036.86,-516910.34,49.03637839163255
